Token;Repeticiones;# de archivos
macatawa;10;5
macau;8;6
macbeth;15;2
macdonald;5;5
macedon;2;2
macedonia;3;2
machiavelli;34;4
machine;41;24
machinery;7;7
machines;18;12
machining;5;2
machinning;2;1
macintosh;6;5
macip;6;4
mack;6;6
mackay;5;5
mackison;3;1
macknapp;2;2
maclab;3;3
macmad;2;2
macnet;5;5
macon;7;6
macro;6;4
macroeconomic;11;6
macroeconomics;10;5
macroint;2;2
macromedia;3;3
macros;2;1
macsch;4;4
macy;4;2
maczo;6;4
mad;14;6
madagaszkar;2;1
madame;12;6
madanes;3;3
madbbs;2;2
madd;3;1
madden;4;4
made;224;104
madeleine;3;2
madeline;2;1
madigan;13;13
madison;32;15
madness;5;5
madnet;3;3
madrid;2;2
maduro;2;1
mae;4;3
maeci;3;3
maestro;2;2
maf;11;6
maffia;10;7
maffiaellenes;2;1
maffiakkal;2;2
maffiat;2;2
mafia;7;5
mag;12;6
maga;56;25
magaban;10;8
magabiztos;2;2
magad;3;3
magaenak;2;2
magahoz;4;3
magallanes;2;1
magam;15;10
magamban;2;2
magamnak;2;2
magan;3;3
maganak;9;9
magancegek;2;2
maganelet;2;2
maganfelelmek;2;1
maganositasi;4;3
maganrendorsege;2;1
maganszemelyek;2;2
magantoke;2;1
maganvallalkozas;2;2
maganvallalkozokat;3;2
maganvelemenyuket;2;1
magara;6;5
magarol;5;4
magas;37;19
magasabb;16;11
magasabbak;3;3
magasra;2;2
magasrendu;2;1
magat;70;34
magatart;5;3
magatartas;6;6
magatartasa;8;8
magatartassal;2;2
magatol;6;4
magaval;8;8
magazine;32;22
magazines;6;6
magd;3;3
magda;10;6
magdeburg;3;3
magec;5;5
magg;5;5
maggie;2;2
maggy;2;1
maghreb;2;1
magi;6;5
magibox;5;5
magic;26;15
magical;2;2
magiccarpet;2;2
magician;2;2
magicians;2;1
magick;16;5
magiclink;7;5
magicnet;5;5
magmacom;6;6
magna;8;7
magness;2;1
magnet;12;7
magnetic;4;2
magnets;2;1
magnificent;2;2
magnitude;5;4
magnuson;9;9
magog;2;1
magpage;5;5
magtech;3;3
maguire;5;5
maguk;24;20
magukat;26;18
magukba;2;2
magukkal;2;2
maguknak;8;6
magukra;4;4
magukrol;2;2
magunk;10;7
magunkat;9;9
magunkra;3;1
magveto;2;1
magwien;2;2
magy;3;2
magyar;1404;42
magyaran;10;7
magyarazat;4;3
magyarazatot;4;3
magyarazhato;2;2
magyarazza;4;3
magyarbarat;2;2
magyarellenes;14;7
magyarelleness;2;2
magyarellenesseg;2;2
magyarert;2;1
magyargyulolet;2;2
magyarhirlap;6;5
magyarjaink;2;1
magyarlakta;4;4
magyarnak;8;6
magyarnemzet;14;14
magyarnyelv;2;2
magyarok;78;30
magyarokat;7;6
magyarokhoz;4;3
magyaroknak;11;10
magyaroktol;2;2
magyarorsz;26;3
magyarorszag;157;36
magyarorszagban;7;7
magyarorszagert;6;6
magyarorszaggal;7;4
magyarorszagi;59;30
magyarorszagnak;12;10
magyarorszagon;130;36
magyarorszagot;25;15
magyarorszagra;17;15
magyarorszagrol;7;6
magyarorszagtol;2;2
magyarra;4;3
magyars;45;3
magyarsag;63;24
magyarsaga;3;3
magyarsaganak;2;1
magyarsaggal;3;2
magyarsaghelyzetevel;2;2
magyarsagnak;6;5
magyarsagot;12;11
magyarsagra;3;2
magyart;11;9
magyartarsadalom;2;2
magyarter;2;1
magyarul;15;12
magzatgyilkossag;2;1
magzatolesek;2;1
magzatot;3;2
mah;4;4
mahantango;2;1
mahatma;2;1
mahon;6;6
mahony;9;1
mai;77;34
maiden;2;1
maig;3;3
mail;147;72
mailer;3;3
mailing;11;8
mailliard;3;3
mails;3;3
main;98;68
mainal;2;2
maine;132;40
mainelink;5;5
mainframe;2;2
mainland;8;3
mainly;16;14
mains;2;1
mainstream;15;12
mainstreamed;6;3
mainstreaming;17;3
maintain;38;33
maintained;20;13
maintaining;20;20
maintains;15;10
maintenance;63;31
mainz;8;4
maip;3;1
majd;227;42
majdan;3;3
majdani;6;4
majdnem;18;14
major;236;108
majordomo;2;2
majority;63;37
majors;3;2
majus;24;15
majusi;2;2
make;238;100
maker;12;9
makers;17;15
makes;56;36
makeup;4;4
makia;3;1
making;126;75
mako;4;3
makrogazdasagi;6;4
makulatlan;3;2
makusz;2;2
mal;3;2
mala;6;5
maladies;4;4
malaise;2;2
malaria;2;1
malaysia;19;9
malaysian;2;1
malcolm;6;6
maldive;2;1
male;25;20
males;4;4
malevolent;2;1
maley;4;1
mali;2;2
malignant;2;2
malin;3;2
malkiel;3;1
mall;2;2
mallary;2;2
malmo;5;4
malnourished;2;1
malone;3;3
malpractice;52;6
malroux;2;1
malta;5;5
mamagyarorszagon;2;2
mame;6;5
mamet;2;1
mammograms;2;2
mammography;3;2
mammoth;5;1
mamore;3;1
man;253;77
mana;5;1
manabe;3;1
manage;15;12
managed;9;7
management;296;79
managements;2;2
manager;84;21
managerial;58;7
managers;29;17
manages;8;4
managing;13;9
manak;2;1
manapsag;5;5
manawa;3;1
manawatu;3;3
mancol;6;4
mand;2;1
mandate;5;4
mandating;2;1
mandato;2;1
mandatory;33;15
mandatuma;5;4
mandatumat;4;3
mandatumot;2;1
mandatumtol;2;1
mandic;4;4
mandoki;2;2
manera;2;1
maneuver;5;5
maneuvering;2;1
maneuvers;4;4
manhattan;8;5
manifest;20;12
manifestation;4;4
manifestations;11;8
manifested;7;7
manifesto;4;4
manifests;4;3
manila;3;1
manipul;4;3
manipulalt;2;2
manipulate;2;2
manipulates;2;2
manipulating;3;2
manipulation;11;9
manipulations;5;5
mankato;12;5
mankind;8;7
mann;21;14
manner;43;34
manners;6;5
mannheim;5;4
manning;11;2
manoa;2;1
manon;15;1
manos;2;1
manover;3;2
manpower;8;5
mans;19;13
mansfield;7;7
manslaughter;7;4
mantener;12;6
mantenimiento;7;5
mantiene;2;1
mantissa;4;3
manton;3;3
mantra;4;1
mantras;2;1
manual;18;14
manuales;2;1
manually;4;2
manuals;3;3
manuel;2;2
manufacture;11;9
manufactured;9;4
manufacturer;47;11
manufacturers;31;12
manufacturing;37;20
many;305;116
manymedia;2;2
manznet;2;2
mao;14;6
map;31;20
maple;21;9
mapp;2;2
mapper;3;1
mapping;15;6
maps;15;7
mar;621;52
mara;15;13
marad;31;22
maradando;3;3
maradek;6;5
maradektalanul;2;2
maradjon;6;6
maradna;2;2
maradnak;7;6
maradni;6;6
maradok;4;3
maradt;48;26
maradtak;5;5
maradtunk;3;2
maradunk;2;2
maraz;2;2
marble;6;5
marburg;12;5
marbury;2;1
marc;12;8
marca;2;1
marcam;2;1
marcas;2;1
marcel;3;2
march;131;47
marched;2;1
marcius;68;22
marciusaban;2;2
marciusban;7;7
marciusi;7;7
marcos;2;1
marcus;7;2
marek;2;2
margaret;4;4
margeotes;2;2
margie;2;1
margin;4;4
marginal;4;4
marginalist;2;1
marginally;2;2
margins;5;5
marhahus;3;2
marhahust;2;1
marhasag;2;1
mari;6;3
maria;15;14
mariana;5;5
mariann;3;1
marianne;2;2
maricopa;39;9
marie;6;4
marijuana;18;5
marimba;8;1
marin;4;4
marina;6;5
marinas;4;3
marine;39;14
marinelab;2;2
marinet;3;3
marinko;2;1
mario;3;2
marion;6;6
mariposa;5;5
maris;40;17
marist;4;4
marital;27;6
maritime;22;3
mark;20;14
marka;3;3
markat;2;2
marked;5;5
markedly;2;2
markella;2;1
market;328;63
marketed;4;3
marketing;241;43
marketplace;11;7
markets;56;20
markey;11;11
marking;5;5
marko;7;5
markotichromania;2;2
markovics;2;2
markovicsot;2;1
marks;11;11
markus;9;7
marlene;3;2
marlenee;10;10
marlowe;5;3
marmaduke;2;1
marmegjelent;3;3
marmint;2;2
marmost;5;4
marnem;2;1
maroknyi;2;2
maroons;2;2
maroun;2;2
marpedig;8;7
marquard;3;2
marques;3;3
marquez;3;2
marriage;96;18
marriages;16;6
married;21;10
marrieds;2;2
marriott;12;12
marry;14;7
marschall;2;1
marsh;6;2
marshal;3;2
marshall;23;17
mart;14;6
martan;2;2
martha;4;3
martial;3;2
martic;2;1
martin;47;30
martinez;6;6
martirok;2;2
martirosian;3;1
martobb;2;2
marton;10;8
marvel;3;3
marvin;3;3
marx;72;16
marxian;13;4
marxism;6;3
marxist;20;10
marxista;5;5
marxizmus;2;1
mary;15;9
maryland;36;36
marymount;2;2
marytown;2;1
marywood;2;2
marzo;2;1
mas;143;45
mascot;7;3
mascots;2;1
masculine;2;2
masfel;23;14
masfelol;4;3
mashell;3;3
mashol;9;8
masik;83;31
masikat;2;2
masikra;5;4
mask;7;5
maska;2;2
maskepp;5;4
maskeppen;2;1
maskhadov;3;3
maskor;4;1
maslow;7;3
masnak;2;2
masnap;4;3
masnapi;3;3
masodfoku;3;2
masodik;37;17
masodosztalyu;2;2
masodrendu;4;4
masodszor;3;3
masok;30;18
masokat;3;3
masolatat;2;2
mason;9;6
masreszt;26;13
mass;206;133
massachusetts;43;41
massacre;9;7
massag;9;6
massagat;3;2
massage;8;4
massagot;2;2
masses;14;13
massey;7;7
massive;15;14
massza;3;2
massziv;2;2
mast;10;7
mastectomy;2;1
master;28;21
masterful;2;2
masterpiece;11;9
masters;10;7
masterson;2;1
mastnet;5;5
masutt;7;7
maszek;2;2
maszlag;3;1
mat;13;8
matav;3;3
match;4;4
matched;5;4
mate;11;8
mateer;3;1
material;117;59
materiales;10;6
materialis;2;2
materialism;9;6
materials;74;43
maternal;9;5
maternity;2;2
math;123;15
mathcs;3;3
mathe;3;3
mathematical;16;10
mathematician;3;2
mathematics;27;12
mathematik;3;2
mather;4;2
mathews;2;1
mathias;20;19
mathis;12;9
maths;7;3
matica;4;2
mating;3;1
matlab;2;1
matpr;3;3
matrix;21;5
matsui;9;9
matsunaga;14;14
matt;5;5
matter;45;33
matters;23;15
matthew;6;5
mattingly;6;6
mattox;6;6
maturation;2;2
mature;5;5
maturity;3;3
matuska;2;1
matyas;9;8
matyast;2;1
maui;10;6
mauicc;2;2
maumau;2;2
maunsell;2;2
maupassant;3;1
mauritius;2;2
mausoleum;2;1
mav;6;5
mavd;3;3
maverick;2;2
mavroules;9;9
max;22;13
maxim;6;4
maxima;2;1
maximalis;3;3
maximizar;2;2
maximization;4;4
maximize;4;4
maximum;40;24
maxinet;3;3
maxnet;2;1
maxus;105;16
maxwell;3;3
may;757;148
maya;4;4
mayan;4;1
mayatech;4;4
maybe;8;7
mayfield;5;5
maynard;4;2
mayne;3;3
mayo;8;8
mayor;50;23
mayoral;5;2
mayores;46;5
mayoristas;6;3
mayors;8;7
maywood;2;2
maz;5;5
mazar;3;1
maze;6;6
mazsihisz;10;4
mazzoli;15;15
mb;65;5
mba;3;3
mbay;6;4
mbbc;2;2
mbd;5;1
mbits;3;1
mbl;2;1
mbnet;5;5
mc;28;9
mca;3;3
mcarthur;5;2
mcavaney;2;1
mcb;2;2
mcc;6;4
mcca;2;2
mccain;4;4
mccandless;5;5
mccann;2;2
mccarthy;8;5
mccarthyism;9;2
mccartney;5;2
mccaslins;2;2
mccaw;2;2
mccg;4;4
mcclellan;11;11
mcclory;10;10
mccloskey;15;15
mcclure;15;15
mccollister;4;4
mccollum;7;7
mcconnell;2;2
mccormack;8;8
mccravy;3;3
mccrea;3;1
mcculloch;4;4
mccullough;2;2
mccurdy;7;7
mcd;7;4
mcdade;15;15
mcdata;2;2
mcdermott;6;6
mcdonald;16;14
mcdonalds;5;2
mcewen;15;15
mcfall;6;6
mcg;4;4
mcgee;5;5
mcgill;27;7
mcgovern;9;9
mcgrath;9;8
mcgregor;2;2
mcguffey;2;2
mcguire;8;3
mch;5;5
mchenry;5;3
mchugh;12;12
mci;173;7
mcia;4;4
mcintyre;8;8
mck;3;3
mckay;10;9
mckenna;4;4
mckernan;4;4
mckevitt;2;2
mckinley;11;9
mckinney;15;15
mcl;5;4
mclaughlin;2;1
mclean;8;7
mclink;5;5
mcln;4;4
mcluhan;3;1
mcm;8;4
mcmaster;12;5
mcmillan;2;2
mcmillian;3;3
mcminnville;2;1
mcmullen;2;2
mcmurphy;5;2
mcn;10;6
mcnulty;2;2
mcnutt;4;3
mcom;2;2
mcp;5;5
mcpherson;2;2
mcphigh;2;2
mcphu;3;3
mcps;7;5
mcquillan;2;1
mcrest;3;3
mcreynolds;3;2
mcs;34;5
mct;4;4
mcvay;2;1
mcw;17;5
md;55;9
mda;8;5
mdacc;2;2
mdalink;5;5
mdb;2;2
mdbinfonet;4;4
mdc;9;6
mdcc;3;2
mddc;2;2
mdf;260;35
mdh;15;5
mdis;2;2
mdm;3;3
mdn;7;5
mdnnetlink;2;2
mdnp;92;26
mdpls;4;4
mdr;2;2
mdx;2;2
me;140;37
meadow;4;1
meals;3;2
mean;34;21
meaning;70;35
meaningful;8;7
meaningless;2;2
meanings;7;7
means;127;69
meant;10;10
meanwhile;50;26
meas;5;5
measurable;5;5
measure;42;26
measured;26;11
measurement;12;8
measurements;41;9
measures;49;32
measuring;22;15
meat;9;2
mec;6;4
mecc;4;4
meccsen;2;2
mech;4;3
mechanical;11;8
mechanics;10;7
mechanism;21;13
mechanisms;18;14
mechanized;3;2
mechanizing;2;2
mechanizmusainak;2;2
mechanizmust;2;2
meche;8;5
mechelen;2;2
mechoso;4;1
meciar;43;15
mecn;3;3
mecs;3;2
med;173;9
medadmin;4;3
medal;2;2
medals;2;2
medctr;10;5
meddig;3;3
meddling;2;2
meddo;3;2
medea;5;2
medence;4;3
medenceben;6;6
medencei;7;2
medgen;2;2
medgyessy;27;13
medhat;5;5
media;484;171
mediaba;2;1
mediaban;5;4
mediacity;4;4
mediagepezet;2;2
mediahaboru;2;2
mediahoz;2;1
median;5;3
medianetwork;3;3
mediano;3;2
mediante;12;9
mediara;2;2
mediareported;6;6
medias;5;5
mediasoft;5;5
mediasvcs;2;2
mediat;2;2
mediatartalomra;2;1
mediatestuletek;2;1
mediation;7;4
mediator;3;3
mediatorveny;10;8
mediavagyon;2;2
mediaval;2;2
mediavezetok;2;2
medic;2;2
medicaid;60;6
medical;294;59
medically;10;5
medicare;120;8
medicated;2;2
medication;4;4
medicine;190;118
medicines;8;4
medicus;10;3
medida;2;2
medidas;3;2
medieval;36;16
medigap;2;1
medill;2;2
medinet;2;2
medinfo;2;2
medio;17;10
meditacion;2;1
meditation;10;8
meditations;2;2
mediterranean;4;4
medium;41;21
mediumokat;2;2
medley;2;2
medlib;4;3
meds;2;2
medschool;2;2
medtronic;5;5
medunsa;2;2
medvedev;2;2
meeds;6;6
meese;2;1
meet;76;55
meeting;114;43
meetings;22;17
meets;10;8
mefhosz;6;4
meg;1249;42
mega;8;7
megabaud;3;3
megadja;3;2
megakad;2;2
megakadalyozasara;2;2
megakadalyozni;5;4
megakadalyozza;3;2
megakadalyozzak;2;2
megalak;2;2
megalakitasa;2;2
megalakulasa;3;3
megalakult;5;5
megalapozatlan;3;2
megalazo;8;6
megalazott;2;2
megalinx;2;2
megalkotasat;4;3
megalkotta;2;2
megalkuvast;2;1
megallapitani;2;2
megallapitja;4;4
megallapitott;3;3
megallapitotta;6;4
megallapitottak;2;2
megallapodas;19;10
megallapodasban;8;5
megallapodasok;4;1
megallapodasokat;4;2
megallapodast;10;9
megallapodni;2;2
megallapodott;3;3
megallapodtunk;2;2
megallitani;3;3
megallna;2;1
megallt;3;3
megamed;3;3
megatoon;5;5
megavision;7;5
megawatt;7;2
megaz;3;3
megb;6;3
megbanja;2;2
megbekeles;4;4
megbenult;2;2
megbeszeles;4;4
megbeszelese;3;2
megbeszelesek;2;2
megbeszeleseket;3;3
megbeszelesen;6;6
megbeszelest;6;6
megbetegedesek;3;1
megbiz;2;2
megbizas;2;2
megbizasabol;5;4
megbizast;2;2
megbizatas;2;2
megbizatasanak;3;2
megbizatasuk;2;2
megbizhato;6;5
megbizolevelet;2;1
megbizott;4;4
megbizottja;2;1
megbocsat;3;2
megbomlott;2;2
megbukott;6;5
megcsak;2;2
megdobaltak;2;1
megdobbento;4;4
megdobbenve;2;2
megegy;4;3
megegyezes;4;4
megegyezesek;3;2
megegyezni;2;2
megelegeltek;2;1
megelhetes;2;2
megelheteshez;2;1
megelhetesi;11;6
megelhetest;3;3
megelozese;3;3
megelozesere;2;2
megelozest;2;2
megelozo;5;4
megelozve;2;2
megemelt;2;2
megemeszthetetlen;2;2
megemlekezest;3;2
megemliteni;2;2
megemlitette;4;4
megemliti;3;3
megengedett;4;3
megengedhetetlen;2;2
meger;3;1
megerdemeltek;2;2
megerdemli;3;3
megerositeni;2;1
megerositeset;2;2
megerositette;13;10
megerositik;3;1
megerosito;2;2
megerositve;4;3
megertesrol;2;1
megerti;2;1
megertik;2;2
megerto;2;1
megfazasat;2;1
megfazott;2;1
megfekezni;2;2
megfeledkezni;3;2
megfelel;15;9
megfelelni;4;4
megfelelo;55;24
megfeleloen;30;23
megfelelon;6;1
megfigyelok;2;2
megfigyelokent;2;2
megfizeti;2;2
megfizetni;3;2
megfogalmazast;2;2
megfogalmazni;2;2
megfogalmazott;4;3
megfogott;2;2
megfontolasbol;4;3
megfosztva;3;3
meggatolta;2;1
meggy;3;2
meggyalazasa;2;2
meggyalazasat;2;1
meggyozni;9;4
meggyoznie;2;1
meggyozodese;3;3
meggyozodesem;2;2
meggyozodve;2;1
meghaladja;4;3
meghalado;10;9
meghaladta;5;5
meghalni;2;2
meghalt;7;4
meghat;5;3
meghatarozni;2;2
meghatarozo;6;6
meghatarozott;8;6
meghatarozza;4;4
meghirdetett;5;5
meghivasara;2;1
meghivot;2;1
meghivott;2;2
meghosszabbitani;3;2
meghozott;4;3
megindult;5;4
megint;19;17
megirt;3;3
megirta;2;2
megis;43;25
megiscsak;4;2
megismereset;2;2
megismetelt;2;2
megismetelte;2;2
megiteles;4;3
megitelese;9;6
megitelesunk;4;3
megitelni;3;2
megj;2;2
megjegyezte;10;9
megjegyzes;4;4
megjegyzese;4;4
megjegyzeseivel;2;1
megjegyzest;2;2
megjegyzi;3;2
megjelen;2;1
megjelenes;4;4
megjelenese;2;2
megjelenik;4;4
megjeleno;5;5
megjelent;66;32
megjelentek;2;2
megjelentetett;2;2
megjelentetni;2;2
megjosolhatatlan;2;1
megk;8;3
megkapjak;2;2
megkapni;2;2
megkapott;2;2
megkapta;3;3
megkaptak;2;2
megkerdezese;3;3
megkerdezett;2;2
megkerdezettek;6;5
megkerdezi;3;3
megkerdeznek;2;2
megkerdezni;3;3
megkerdezte;2;2
megkerdojelezhetetlen;2;2
megkeresett;2;1
megkeresni;4;4
megkerestek;2;2
megkeruleset;2;2
megkesett;2;2
megkezdese;2;2
megkezdett;4;4
megkezdheti;2;2
megkezdik;2;1
megkezdje;2;1
megkezdodhet;3;2
megkezdodik;2;2
megkezdodott;9;8
megkezdte;5;4
megkonnyebbulessel;2;2
megkonnyitik;3;1
megkonnyitsek;2;2
megkotese;7;6
megkotott;5;3
megkulonboztetes;2;2
megkulonbozteti;2;1
meglatasom;2;1
meglehetosen;6;5
meglepo;4;4
meglesz;2;1
meglevo;7;5
megmaradasanak;3;2
megmaradni;2;2
megmaradt;6;6
megmaradtunk;2;1
megmenteni;2;2
megmenteseben;2;2
megmentesere;2;1
megmentettuk;2;2
megmondani;3;3
megmutassuk;2;2
megmutatta;3;2
megneheziti;2;2
megnem;2;2
megnevezni;3;2
megnezi;2;1
megnott;2;2
megnovekedett;3;3
megnyerese;2;2
megnyerni;5;4
megnyilt;3;3
megnyilvanulas;2;2
megnyilvanulasait;2;2
megnyilvanulasat;2;2
megnyilvanulasok;2;2
megnyito;6;4
megnyitotta;3;2
megnyomoritott;3;2
megnyugtato;4;3
megnyuitojan;2;1
megoldani;3;3
megoldas;11;10
megoldasaban;2;2
megoldasara;4;3
megoldasi;2;2
megoldasnak;2;2
megoldasokat;3;3
megoldast;14;13
megoldhato;2;2
megoldodik;3;1
megoldottak;2;1
megolni;2;1
megoly;2;1
megorizni;2;2
megorizte;2;2
megorzese;4;4
megorzesehez;3;2
megorzesenek;3;2
megorzesere;3;2
megorzeset;2;2
megosztotta;2;2
megosztottsag;2;2
megovasa;2;1
megpedig;7;7
megpedigaz;2;2
megpr;3;3
megprobalja;4;4
megprobaljak;3;3
megprobalnak;3;3
megprobalta;2;2
megrekedt;3;3
megrendelesek;2;2
megrendeleseket;2;2
megrendezett;5;5
megrendito;2;2
megrendult;2;2
megromlott;3;3
megs;3;1
megse;5;3
megsebesitett;3;3
megsem;21;17
megsemmisitette;2;1
megsertese;3;3
megsertesenek;2;2
megsertette;2;2
megsertoi;2;2
megsokszorozza;2;1
megsz;13;2
megszabadulni;2;2
megszabadult;3;3
megszabott;5;5
megszallas;3;3
megszallt;2;2
megszamlalhatatlan;2;1
megszavaznak;2;2
megszavazott;3;2
megszavazta;3;2
megszavaztak;2;2
megszavazzak;3;3
megszegyeniteni;2;1
megszerezni;6;6
megszervezesehez;2;1
megszerzese;2;2
megszerzett;6;6
megszigoritjak;2;2
megszigoritotta;2;2
megszilarditasahoz;2;1
megszilarduljon;2;1
megszokott;6;4
megszolal;2;2
megszolalni;2;1
megszoritasok;3;2
megszorito;5;4
megszuletett;7;6
megszunes;2;2
megszunik;11;8
megszunne;2;1
megszunt;9;7
megszuntetese;6;5
megszuntetesenek;2;2
megszuntetesere;4;3
megszunteteset;2;2
megszuntetesevel;4;3
megszuntetni;3;3
megszuntette;2;2
megszuntettek;4;3
megt;3;1
megtagadja;2;2
megtagado;2;1
megtagadta;2;2
megtakar;2;1
megtakaritas;2;2
megtakaritott;2;2
megtal;3;3
megtalalhato;6;6
megtalalja;4;3
megtalalni;5;4
megtamadott;3;2
megtartani;2;1
megtartjak;2;2
megtarto;2;2
megtartom;3;2
megtartott;7;4
megtartotta;2;2
megteheti;3;3
megtenni;2;2
megteremt;3;1
megteremteni;4;4
megteremtese;2;2
megteremteseert;2;2
megteremtesenek;2;2
megteremteset;2;2
megteremtik;2;2
megtermelt;2;1
megtesz;5;5
megteszek;2;2
megteszik;3;2
megtesznek;2;2
megtette;4;4
megtettek;2;2
megteveszteni;2;2
megteveszto;2;2
megtisztelo;2;2
megtoreset;2;2
megtorlas;2;1
megtortenik;6;6
megtortent;11;9
megtudjuk;2;2
megtudta;2;2
megv;6;3
megval;7;2
megvalasszak;3;2
megvalaszolni;2;2
megvalasztania;2;1
megvalasztott;3;2
megvall;2;1
megvallom;3;2
megvalni;2;2
megvalositani;5;4
megvalositasa;5;4
megvalositasanak;2;2
megvalositasat;3;2
megvalosithato;2;2
megvalosulasat;2;2
megvaltozhat;2;2
megvaltoztatasa;3;3
megvaltoztatasat;6;4
megvaltoztatni;4;3
megvan;9;5
megvasarolni;3;3
megvasarolta;2;2
megvedeni;5;5
megvedik;3;3
megvitassak;2;2
megvitatjak;2;2
megvitattak;2;2
megvizsgalja;2;2
megvizsgaljak;6;3
megvizsgalni;2;2
megvizsgaltam;2;1
megvolt;4;4
megvoltak;2;2
megy;17;12
megye;3;3
megyeben;5;5
megyei;41;16
megyeirendorfokapitanysag;2;2
megyeiszervezete;2;2
megyes;2;2
megyespuspok;2;2
megyunk;2;2
megzenesito;2;1
meh;15;12
mehet;3;2
mei;10;4
meidell;2;1
meijo;3;3
mein;12;5
mejor;5;4
mejora;6;4
mejorando;2;2
mejorar;13;8
mejoras;3;3
mejores;5;5
mekkora;6;4
mekkorat;2;2
mekong;2;1
mel;18;6
melancholy;4;3
melbourne;8;6
melbpc;5;5
melcher;14;14
melco;3;3
meleg;7;6
melegek;2;1
meleghy;4;1
meles;2;1
melescanu;15;7
meleshko;2;1
melia;5;1
melit;2;2
mell;2;2
melle;15;12
mellebeszeles;3;2
mellekelt;3;3
melleki;2;2
melleklet;11;7
mellekleteben;2;1
mellekletek;2;2
mellekuzemag;2;1
mellesleg;7;7
mellett;92;34
mellette;2;1
melletti;5;5
mellol;2;2
mellon;2;1
mellyel;3;3
melodies;2;2
melpar;5;5
melt;3;2
meltatta;4;3
melted;2;2
melting;7;3
melto;9;7
melton;2;2
meltosag;5;3
meltosagat;2;1
meltosagba;2;2
meltosagok;2;2
meltosagukon;2;1
meltot;2;2
melville;25;5
mely;81;29
melyben;8;5
melybol;3;3
melyek;17;10
melyeket;7;6
melyekhez;2;1
melyeknek;3;2
melyen;13;10
melyet;27;14
melyhez;5;5
melyik;16;13
melynek;32;19
melyre;4;4
melyrol;5;4
melysegesen;4;4
mem;6;5
member;87;55
members;133;72
membership;71;35
memo;8;3
memoirs;5;4
memorable;3;2
memorandum;10;5
memoria;2;2
memorial;2;2
memories;5;4
memory;14;11
memphis;15;5
memphisonline;2;2
mems;3;3
men;81;49
menace;2;2
menachem;2;1
menagerie;7;1
menaining;2;2
menard;2;2
mencionada;3;2
mencionadas;3;2
mencionado;3;1
mencionados;3;2
mendelson;2;1
mending;3;1
mendocino;2;2
mendoza;8;4
menedzserek;3;2
menek;2;2
menekul;3;3
menekulesre;3;3
menekulnek;4;4
menekultek;2;2
menelek;2;2
menem;10;1
menes;39;7
menjen;2;2
menjenek;2;2
menjunk;2;2
mennek;4;4
menni;8;8
mennie;3;3
menninger;2;1
mennyei;2;1
mennyezet;2;2
mennyi;15;10
mennyien;2;2
mennyire;21;17
mennyisegu;2;2
mennyit;6;5
mennyivel;3;2
meno;2;2
menor;3;2
menores;19;2
menos;8;5
ment;24;17
mental;71;27
mentalhigienes;3;2
mentality;3;1
mentally;26;12
mentek;2;1
mentelmi;4;4
menten;3;2
menteni;3;3
mentes;5;4
mentesen;2;2
mention;7;4
mentioned;18;11
mentoalakulatok;2;2
mentok;2;2
mentor;3;3
mentorg;5;5
mentoring;4;4
mentseg;2;2
mentsege;2;2
mentsuk;2;2
menu;28;11
menus;6;3
meppel;4;4
mer;12;8
mercado;24;10
mercados;10;6
mercantile;3;3
mercantilism;3;2
mercedes;3;3
mercer;8;6
mercevel;2;2
merchandise;7;7
merchandising;4;2
merchant;13;7
merchants;8;5
merck;5;5
mercurio;2;2
mercury;8;4
mercy;10;7
mere;9;8
merely;18;16
merem;2;2
merenylet;2;2
merenyletet;3;3
mereteit;2;2
meretekben;4;3
meretu;8;7
merev;2;2
merge;2;2
mergenek;2;1
merger;5;5
mergers;6;4
merges;6;3
mergezese;2;1
merging;4;2
meri;5;5
meridian;5;4
meridional;21;1
merik;4;3
merit;4;4
merits;9;8
merix;2;2
merje;7;1
merleg;17;13
merlegben;2;1
merlege;3;2
merleget;2;2
merlegnyelv;2;1
merlin;4;3
mermas;2;2
mernek;2;2
mernok;2;2
mero;7;4
merre;2;2
merrill;5;5
merry;2;2
merrymac;2;2
mersekelt;9;9
mersekles;2;1
merseklese;3;3
merseyside;10;2
mert;428;42
merta;2;2
mertani;2;1
mertaz;2;2
merte;3;3
mertek;9;5
mertekben;23;20
merteke;9;9
mertekerol;3;3
merteket;5;5
mertektelen;2;1
merteku;3;3
merten;4;3
merthogy;3;3
merton;3;3
merul;2;2
merult;6;4
merunk;2;2
merve;2;2
mervyns;2;2
mes;4;3
mesa;4;3
mese;2;2
meses;35;4
mesh;10;4
mesopotamia;4;2
mesoscale;8;2
message;28;16
messages;16;11
messaging;4;1
messaoud;2;2
messiah;4;4
messze;14;11
messzire;2;2
messzirol;2;2
mester;2;2
mesters;2;2
mesterseges;4;4
mestersegesen;3;2
mestre;2;1
met;83;53
meta;2;2
metabolic;3;3
metabolism;7;3
metal;11;7
metalcoop;2;1
metallic;3;2
metallurgy;2;2
metamorphosis;9;3
metaphor;3;3
metaphors;2;2
metaphysical;5;4
metaphysics;10;5
metas;2;2
metaviolet;2;2
metc;2;2
metcalf;6;6
metcalfe;6;6
metelda;2;2
meteo;5;5
meteor;3;2
meteoric;2;2
meteorological;12;2
meteorology;14;5
meter;15;6
metering;2;1
meters;21;11
methadone;6;2
methanex;3;1
methanol;2;1
