Token;Repeticiones;# de archivos
iai;3;3
iaik;2;2
iaims;1;1
iainc;2;2
iamerica;5;5
iams;1;1
ian;1;1
ianet;4;4
iannetta;1;1
iap;5;3
iapa;2;2
iapc;6;5
iaph;1;1
iaq;3;1
iar;2;2
ias;6;5
iastate;78;5
iat;3;3
iatech;1;1
iaudit;1;1
iautosys;1;1
iavbbs;3;3
iaw;4;4
iaxs;2;2
ib;5;5
ibag;1;1
ibaraki;2;2
ibarg;1;1
ibase;4;4
ibc;2;2
ibcco;4;4
ibch;1;1
ibcinc;3;3
ibd;1;1
ibe;1;1
iben;1;1
ibenet;1;1
ibercaja;1;1
iberiasoft;1;1
ibeszedeert;1;1
ibg;2;1
ibgc;1;1
ibi;1;1
ibk;1;1
ibl;5;5
ibm;219;25
ibmoto;1;1
ibn;3;2
ibnet;2;2
ibo;1;1
ibolya;1;1
ibrahim;1;1
ibrowse;1;1
ibs;5;4
ibsen;18;3
ibt;3;3
ibusz;1;1
ibw;3;3
ic;68;5
ica;3;2
icacomp;2;2
icad;2;2
icaen;3;3
icafe;1;1
ican;5;5
icanect;12;5
icao;1;1
icapi;2;1
ications;1;1
icc;9;6
iccc;2;2
icci;1;1
icd;1;1
ice;55;19
icel;1;1
iceland;6;6
iceman;3;1
icenet;4;4
iceni;2;1
iceonline;3;3
iceproxy;3;3
iceworld;2;2
icf;4;4
icfes;1;1
icfkaiser;3;3
icgroup;5;5
ich;4;4
ichange;5;5
ichord;8;8
ici;5;5
icinet;5;5
icing;3;1
icis;14;5
icj;1;1
icke;12;1
icl;10;5
iclc;2;2
iclnet;5;5
iclub;2;2
icm;1;1
icmebs;1;1
icmp;1;1
icmsc;1;1
icnet;2;1
ico;13;5
icok;1;1
icom;6;5
icon;18;8
iconn;4;4
iconnect;2;2
iconnet;2;2
iconographic;2;2
icons;5;5
icontech;3;3
iconz;2;2
icor;1;1
icpphil;1;1
icpsr;2;2
ics;21;6
icscom;1;1
icsi;5;5
icsl;1;1
icsu;1;1
ictp;3;3
ictv;1;1
icu;2;1
icubed;1;1
icw;2;2
id;137;21
ida;30;5
idaho;37;33
idahopower;1;1
idaig;5;5
idb;1;1
idbsu;6;6
idc;1;1
idcnet;4;4
iddis;2;2
ide;18;15
idea;51;31
ideajat;1;1
ideal;39;21
idealism;7;5
idealist;2;2
idealistic;1;1
idealizalni;1;1
idealkephez;1;1
idealla;1;1
idealogical;1;1
idealogies;2;2
ideals;33;16
ideanet;1;1
ideas;114;53
idebenn;1;1
idegeimducaban;1;1
idegeire;1;1
idegen;29;14
idegenbe;1;1
idegenek;3;2
idegeneknek;2;1
idegenerdekek;1;1
idegenforgalmi;2;2
idegenforgalomnak;1;1
idegengyulolet;1;1
idegenhelytartokat;1;1
idegenkednek;1;1
idegenkednekmagyarorszagon;1;1
idegenkent;1;1
idegennek;1;1
idegenorszag;1;1
idegenseg;2;1
idegensegbetelepult;1;1
idegent;1;1
idegenul;1;1
idegesek;1;1
idegesiti;1;1
idegesitoen;1;1
idegesseg;1;1
idehaza;2;2
idehivasavalmoszkva;1;1
idei;20;16
ideig;8;8
ideiglenes;9;8
ideiglenesen;5;5
ideignem;1;1
ideihez;1;1
ideinek;1;1
idej;3;2
ideje;27;22
idejeben;7;6
idejebol;1;1
idejeelenkiteni;1;1
idejen;40;23
idejere;4;4
idejet;2;2
idejevel;1;1
idejuk;2;2
idemenekuloknek;1;1
idemonstraciojan;1;1
iden;54;25
idendecemberre;1;1
idenity;2;2
idennem;1;1
identelen;1;1
identfy;1;1
identical;5;5
identifiable;7;1
identifiably;1;1
identificables;5;1
identificados;1;1
identificar;1;1
identificaron;1;1
identification;31;19
identified;32;18
identifies;12;12
identify;21;19
identifying;8;8
identitas;2;2
identitasa;1;1
identitasaban;1;1
identitasanak;2;2
identitastudat;2;2
identitastudatat;1;1
identitasu;2;2
identitasuk;1;1
identitasukat;1;1
identitasunk;1;1
identities;3;3
identity;38;21
ideologia;8;7
ideologiai;6;3
ideologiaja;1;1
ideologiak;2;1
ideologiakbol;1;1
ideologiat;1;1
ideological;25;15
ideologically;3;2
ideologies;8;7
ideologist;1;1
ideologue;1;1
ideologus;2;2
ideologusaik;1;1
ideology;30;21
ideon;4;4
ideromaegyuttes;1;1
idesoroljak;1;1
idestova;2;2
ideszalajtott;1;1
idetartoznak;1;1
idetolakodott;1;1
idevago;1;1
idez;2;2
idezek;1;1
idezem;2;2
idezesevel;1;1
idezet;4;2
idezetek;2;1
idezetekbol;1;1
idezeteketvettuk;1;1
idezetekkel;2;1
idezetet;2;2
idezetre;1;1
idezett;5;5
idezhet;1;1
idezi;10;9
idezik;4;4
ideznek;2;2
ideznem;1;1
idezni;2;2
idezojel;2;1
idezojeles;2;2
idezojelet;1;1
idezojeletlen;1;1
idezoket;1;1
idezte;3;3
ideztea;1;1
ideztek;1;1
ideztem;1;1
ideztuk;3;3
idezunk;1;1
idezve;3;3
idezzuk;4;4
idg;2;2
idi;1;1
idiom;2;2
idiophone;1;1
idiot;1;1
idiotanak;1;1
idiotikus;1;1
idir;12;4
idirect;5;5
idis;1;1
idiscover;5;4
idle;2;2
ido;40;22
idoban;1;1
idobe;1;1
idoben;23;19
idobeni;1;1
idoegyeztetesi;1;1
idoeredmennyel;1;1
idofolottiseg;1;1
idojaras;1;1
idok;13;11
idokbe;1;1
idokben;2;2
idokbol;1;1
idokeresztury;1;1
idokeretben;1;1
idokhoz;1;1
idokig;2;2
idokkel;1;1
idoknek;1;1
idokozben;3;3
idokozbeneltervezett;1;1
idokozi;2;2
idokre;3;3
idola;5;5
idoleges;2;2
idols;1;1
idomben;1;1
idomellett;1;1
idomult;1;1
idomulva;1;1
idon;8;7
idonk;2;2
idonkent;10;8
idonkentmeglehetosen;1;1
idonyerest;1;1
idopontban;1;1
idopontig;2;2
idopontja;1;1
idopontjaban;1;1
idopontjaig;1;1
idopontjara;1;1
idopontjat;1;1
idoponttal;1;1
idore;6;6
idorol;1;1
idos;2;2
idosebb;2;2
idosebbek;2;2
idosek;1;1
idosimonyi;1;1
idoszak;11;8
idoszakaban;4;4
idoszakahoz;2;2
idoszakalapfeltevese;1;1
idoszakara;2;2
idoszakat;1;1
idoszakban;7;7
idoszakbankialakult;1;1
idoszakbanmeghaladta;1;1
idoszakhoz;1;1
idoszaki;1;1
idoszakkent;1;1
idoszaklara;2;1
idoszakokhoz;1;1
idoszakokra;1;1
idoszakot;2;2
idoszakra;5;5
idoszakrol;1;1
idoszeru;2;2
idoszerunek;1;1
idoszolgalhat;1;1
idot;10;9
idotartam;1;1
idotartama;1;1
idotartamanak;1;1
idotartamat;1;1
idotoltesnek;1;1
idovel;1;1
idozitest;1;1
idozitett;3;3
idozitot;1;1
idozzunk;1;1
ids;32;12
idsonline;5;5
idt;140;5
idtdna;1;1
idx;5;4
idyllic;1;1
ie;76;13
iea;8;5
iec;2;1
ieee;1;1
ief;1;1
iele;1;1
ien;3;3
iend;1;1
ier;7;1
ies;4;3
iesd;1;1
iese;1;1
iesl;1;1
iet;5;4
ietc;1;1
ieunet;2;2
ieway;5;5
iex;1;1
iexp;1;1
iexpress;5;5
if;733;150
ifa;1;1
ifag;1;1
ifaran;1;1
ifas;2;2
ifconvicted;1;1
ifdeposit;1;1
iff;1;1
ifhungary;1;1
ifi;27;25
ific;2;2
ifj;4;3
ifjabb;3;3
ifju;2;2
ifjukent;1;1
ifjusag;10;10
ifjusagban;1;1
ifjusaggal;1;1
ifjusagi;7;7
ifjusagitabort;1;1
ifjusagot;1;1
ifjuszlovakianak;1;1
iflyswa;1;1
ifm;5;4
ifmo;1;1
ifmpan;1;1
ifmt;1;1
ifnet;3;3
ifor;25;10
ifpan;1;1
ifpri;1;1
ifsic;1;1
ifsm;1;1
ift;2;2
iftech;4;4
ifu;5;5
ifuap;1;1
ifyou;1;1
ig;35;23
igajat;1;1
iganal;1;1
igateway;1;1
igaz;83;30
igaza;9;7
igazaban;1;1
igazabb;1;1
igazabol;8;5
igazak;2;2
igazan;21;14
igazanhasonkitani;1;1
igazanmegmaradasunkban;1;1
igazanmestere;1;1
igazat;4;4
igazg;1;1
igazgatas;1;1
igazgato;9;7
igazgatoi;2;2
igazgatoja;17;12
igazgatojat;1;1
igazgatojava;1;1
igazgatonak;1;1
igazgatonoje;1;1
igazgatosag;9;5
igazgatosaga;1;1
igazgatosaganak;2;2
igazgatosagi;3;2
igazgatotanacs;2;1
igazgatotanacsaba;1;1
igazgatotanacsaban;1;1
igazgatotanacsanak;1;1
igazgatotanacsban;1;1
igazi;21;15
igazialapja;1;1
igaziertekekre;1;1
igazifokolomposokra;1;1
igazifordulatot;1;1
igazitartalmat;1;1
igazmegallapitasait;1;1
igaznak;2;1
igazodas;1;1
igazodhat;1;1
igazodni;1;1
igazodnia;1;1
igazolasara;1;1
igazolasra;1;1
igazolhatok;2;2
igazolja;5;5
igazoljak;1;1
igazoljuk;1;1
igazolni;2;2
igazolnia;2;2
igazolt;2;2
igazoltatas;1;1
igazolva;1;1
igazolvanyat;1;1
igazs;3;2
igazsag;12;10
igazsaga;1;1
igazsagait;1;1
igazsagert;1;1
igazsaghoz;3;2
igazsagnak;1;1
igazsagos;2;2
igazsagosabbanmukodjenek;1;1
igazsagosak;1;1
igazsagosan;1;1
igazsagosnak;1;1
igazsagossag;2;2
igazsagot;4;3
igazsagra;1;1
igazsagszereto;1;1
igazsagszolgaltatas;1;1
igazsagszolgaltatasrol;1;1
igazsagszolgaltatastol;1;1
igazsagtalan;4;3
igazsagtalannak;1;1
igazsagtalanok;1;1
igazsagtalansagok;1;1
igazsagtalansagot;2;1
igazsagtalanul;2;2
igazsagugy;4;4
igazsagugyi;3;3
igaztalan;2;1
igaztalannak;1;1
igazuk;1;1
igazunk;2;2
igbiztosan;1;1
igc;17;6
igcom;4;3
igek;1;1
igekotok;1;1
igekotokrendszere;1;1
igelec;1;1
igen;122;32
igenam;1;1
igencsak;11;6
igenerdekes;1;1
igeneredmenyes;1;1
igenis;6;4
igeniselengedhetetlen;1;1
igenisszot;1;1
igenlo;1;1
igenmagas;1;1
igennel;3;3
igennelszavazott;1;1
igennyel;1;1
igent;4;4
igeny;4;4
igenybe;14;12
igenybevetelenek;1;1
igenybol;1;1
igenye;1;1
igenyeik;1;1
igenyeiknek;1;1
igenyeinek;3;3
igenyeinknek;1;1
igenyeit;1;1
igenyeket;1;1
igenyeknek;1;1
igenyel;4;4
igenyelne;1;1
igenyelnenk;1;1
igenyelni;1;1
igenyelt;1;1
igenyeltek;1;1
igenyet;2;2
igenyles;1;1
igenylest;1;1
igenylo;1;1
igenylolapot;1;1
igenyt;10;8
igenyttart;1;1
igenyuk;1;1
iger;3;3
igeret;4;4
igerete;2;2
igeretei;1;1
igereteik;1;1
igereteink;1;1
igereteit;1;1
igeretek;4;3
igereteket;1;1
igeretes;1;1
igeretet;5;5
igeretevel;2;2
igeretuket;1;1
igeretukrol;1;1
igerget;1;1
igergetesekkelveszelybe;1;1
igerhetek;1;1
igerhette;1;1
igeri;2;2
igerkezik;2;2
igernek;2;2
igerni;1;1
igero;1;1
igert;12;7
igerte;5;5
igertek;2;2
iges;2;2
igezeket;1;1
igiebor;4;2
igkiadoi;1;1
igl;1;1
igloi;1;1
iglou;12;5
igm;1;1
ignited;1;1
ignition;1;1
ignoraljak;1;1
ignoralva;1;1
ignorance;2;2
ignore;3;3
ignored;9;9
ignores;4;3
ignoring;6;6
igor;12;10
igrin;1;1
igs;34;5
igsb;1;1
igual;6;4
iguales;1;1
iguide;1;1
iguw;1;1
igy;235;42
igyaz;1;1
igyaztan;1;1
igyekezet;2;2
igyekezete;1;1
igyekezetevel;1;1
igyekezett;2;2
igyekezettel;2;2
igyekezetukkel;1;1
igyekeznek;3;3
igyekeztek;3;3
igyekeztuk;1;1
igyekezzenek;1;1
igyekszik;8;7
igyekszikkizsigerelni;1;1
igyekszunk;2;2
igyekszunkszorosan;1;1
igyekvokezreinek;1;1
igyfeladatat;1;1
igymajus;1;1
igymukodik;1;1
igysohasem;1;1
igytovabb;1;1
igyvalik;1;1
igyvan;1;1
igyviselkedhet;1;1
ih;2;2
iha;6;1
ihas;2;1
ihb;1;1
ihc;1;1
ihep;2;2
ihf;2;1
ihh;2;2
ihi;1;1
ihn;1;1
ihra;8;1
ihre;5;1
ihren;1;1
ihs;2;2
ihu;1;1
ihug;5;5
ii;157;71
iia;1;1
iib;1;1
iic;2;2
iie;4;4
iiep;1;1
iif;1;1
iii;42;32
iiib;1;1
iiic;1;1
iijnet;11;5
iil;2;2
iimas;3;3
iinc;3;3
iinet;9;5
iipo;4;4
iirg;1;1
iis;7;5
iisc;3;3
iisd;2;2
iit;19;5
iitri;2;1
iitsg;1;1
ijedtek;1;1
ijk;2;2
ijm;1;1
ijs;1;1
ik;10;6
ikarus;5;1
ikarusbol;1;1
ikarust;1;1
ike;4;1
ikea;1;1
iki;1;1
ikkal;1;1
ikm;4;4
ikonosztazba;1;1
ikos;1;1
ikozgazdasagtud;1;1
ikp;4;3
ikrek;2;1
iktassanak;1;1
iktat;1;1
iktatja;1;1
iktatna;1;1
iktatoszamnelkuli;1;1
iktatott;2;2
iktatta;2;2
iktattak;1;1
il;505;31
ilap;5;5
ildiko;2;2
ildomostehat;1;1
ileet;1;1
iletve;1;1
ilh;1;1
ilhawaii;6;5
iliad;19;5
iliescu;35;16
iliescuand;1;1
iliescuet;1;1
iliescurendszerenek;1;1
iliescuval;1;1
iliinois;2;2
ilin;2;1
ilinkgn;22;5
ilinks;1;1
ilk;2;2
ill;24;16
illatat;1;1
illatosabb;1;1
illegal;57;26
illegalis;9;5
illegalisan;3;3
illegality;2;1
illegally;7;6
illegitim;2;2
illegitimate;1;1
illene;1;1
illertacy;1;1
illes;4;2
illesse;1;1
illeszkedik;1;1
illeszkednek;1;1
illesztest;1;1
illet;1;1
illetekes;8;8
illetekese;4;4
illetekesei;2;2
illetekeseit;1;1
illetekeseitol;1;1
illetekeseivel;2;2
illetekesek;6;6
illetekessege;1;1
illetese;1;1
illeti;7;7
illetm;1;1
illetmenyalapot;2;1
illetmenyet;1;1
illetmenykiegeszites;2;2
illetmenykiegeszitesenek;3;2
illetmenykiegeszitest;2;1
illeto;9;7
illetoen;13;10
illetoena;1;1
illetoenaligha;1;1
illetoleg;6;5
illetosegu;1;1
illette;3;3
illettvolna;1;1
illetve;106;33
illetvekem;1;1
illetvekozvetlenul;1;1
illicit;3;3
illik;4;4
illini;4;4
illinois;605;64
illit;1;1
illiteracy;2;2
illiterate;1;1
illness;28;17
illnesses;6;4
illo;5;5
ills;2;2
illuminate;1;1
illuminates;1;1
illuminating;3;3
illumination;4;4
illusion;8;7
illusions;8;5
illusory;1;1
illustra;3;3
illustrate;7;7
illustrated;11;10
illustrates;5;4
illustrating;3;3
illustration;4;4
illustrations;1;1
illustrative;1;1
illustrator;1;1
illusztralasara;1;1
illusztralja;1;1
illusztralni;1;1
illusztralt;2;2
illuzioja;1;1
illuziok;1;1
illuziokat;1;1
illyes;1;1
ilmenau;5;3
ilo;1;1
ilona;7;6
ils;4;4
ilstu;37;6
ilwww;1;1
ilx;1;1
ily;2;2
ilych;4;2
ilyen;158;38
ilyenakciohoz;1;1
ilyenarcatlansaggal;1;1
ilyendiplomatak;1;1
ilyendolgot;1;1
ilyenek;1;1
ilyeneket;2;2
ilyeneketnem;1;1
ilyenekhez;1;1
ilyenemberekrol;1;1
ilyenfajta;1;1
ilyenfalvak;1;1
ilyenfolyamatokat;1;1
ilyeniratok;1;1
ilyenkor;4;4
ilyenlepesnek;1;1
ilyenmodon;1;1
ilyenrol;2;2
ilyentortenelmi;1;1
ilyenvagy;1;1
ilyesmi;2;2
ilyesmiketallitani;1;1
ilyesmit;4;4
ilyesmivel;2;2
ilyet;7;5
ilyukhin;9;4
ilyukin;5;1
ilyushenko;1;1
ilyushin;3;2
im;34;12
ima;1;1
imac;1;1
imacts;1;1
imad;1;1
imada;1;1
imadd;1;1
imadkoznak;1;1
imadkozni;1;1
imadkoztunk;1;1
imadkozunk;2;1
imadkozva;2;1
imadkozzatok;1;1
imag;5;5
imagauto;1;1
image;141;55
imaged;2;2
imagemap;6;2
imagen;10;3
imagery;42;10
images;54;28
imagina;2;2
imaginable;2;2
imaginary;4;4
imagination;7;7
imaginative;4;4
imagine;12;8
imagined;5;5
imagines;1;1
imaginet;4;4
imaging;48;19
imaginitive;1;1
imagiware;2;2
imagixx;1;1
imahazakat;1;1
imapct;1;1
imasy;1;1
imbalance;5;4
imbalances;1;1
imbed;1;1
imbi;2;2
imbolygo;1;1
imc;6;5
imcnet;2;2
imd;2;1
ime;15;10
imec;1;1
imed;2;2
imegemlekezesekrol;1;1
imel;1;1
imf;58;22
imfellenorzo;1;1
imfes;1;1
imfleple;1;1
imfspokesman;1;1
imges;1;1
imicom;1;1
imidzs;2;1
imidzsnek;1;1
imine;1;1
imit;1;1
imitated;1;1
imitating;1;1
imitation;10;5
imitators;1;1
iml;1;1
imm;3;3
immanuel;3;2
immar;23;20
immarbefektetoi;1;1
immarerzekelheto;1;1
immature;2;2
immediate;34;21
immediately;36;29
immense;1;1
immensely;1;1
immi;1;1
immigrant;17;8
immigrants;24;10
immigrate;3;2
immigrating;1;1
immigration;51;12
imminent;7;7
imminently;1;1
immobility;1;1
immobilized;1;1
immoral;4;4
immorality;1;1
immortal;1;1
immortality;19;5
immortalize;1;1
immortalized;1;1
immt;1;1
immun;1;1
immune;8;5
immunex;1;1
immunissaakarja;1;1
immunitas;1;1
immunity;4;3
immunization;4;2
immunrendszer;1;1
imn;1;1
imo;1;1
imonics;4;4
impact;155;65
impacted;2;2
impacto;8;7
impacts;10;8
impaired;10;3
impairment;6;5
impairments;1;1
impartial;2;2
impasse;1;1
impatience;1;1
impeach;1;1
impeached;1;1
impeachment;4;2
impeccable;1;1
impeded;1;1
impediment;1;1
impediments;2;2
impeding;3;2
impending;2;2
impera;2;1
imperative;2;2
imperatives;1;1
imperial;8;7
imperialism;23;10
imperialist;3;3
imperious;2;2
imperium;5;5
impermissible;1;1
impersonal;1;1
impersonation;1;1
impersonations;1;1
implacable;1;1
implacably;1;1
implants;2;2
implement;13;12
implementa;1;1
implementaci;1;1
implementation;51;39
implementations;1;1
implemented;25;17
implementing;15;13
implementthe;1;1
implicat;1;1
implicated;1;1
implication;6;6
implications;78;42
implicit;3;3
implied;6;4
implies;3;3
implikaciokat;1;1
imply;1;1
implying;4;4
imponga;1;1
import;43;16
importalunk;1;1
importanc;2;2
importance;67;37
importancia;1;1
important;176;93
importante;12;9
importantes;6;6
importantly;8;7
importantpolitical;1;1
importation;1;1
importe;3;3
imported;10;5
importer;1;1
importers;6;3
importes;2;2
importing;3;2
importja;2;2
importjaval;1;1
importorei;1;1
importorok;1;1
importot;1;1
imports;23;6
importvamkivetes;1;1
impose;10;9
imposed;24;18
imposes;4;2
imposibilidad;2;2
imposing;5;5
imposition;2;2
impositiva;4;3
impositivas;4;2
impositivo;6;2
impositivos;6;3
impossibility;2;2
impossible;16;14
imposter;2;2
impotence;1;1
impotens;1;1
impoverishment;1;1
imppact;1;1
impracticality;1;1
impregnation;1;1
impress;2;2
impression;10;7
impressionism;1;1
impressionist;1;1
impressions;3;3
impressively;1;1
imprinted;1;1
imprinting;1;1
imprints;1;1
imprison;3;1
imprisoned;24;9
imprisoning;1;1
imprisonment;24;14
imprisonments;1;1
improductivas;4;3
impromptu;1;1
improper;2;2
improperly;2;2
improve;51;32
improved;29;21
improveits;1;1
improvement;28;23
improvements;12;10
improves;7;5
improving;25;19
improvisation;3;3
improvisational;1;1
improvisional;2;2
improvizacio;1;1
improvizativ;1;1
impuesto;39;5
impuestos;8;5
impugn;1;1
impulsada;2;2
impulse;6;4
impulseaero;1;1
impulses;2;2
impulsive;1;1
impulso;2;2
impunity;4;3
impurezas;1;1
impurities;1;1
imputada;3;1
imputados;5;1
imr;1;1
imre;67;26
imrehalalahoz;1;1
imremartirra;1;1
imrene;1;1
imrerol;1;1
imret;2;2
imrevel;3;3
ims;8;5
imsa;5;2
imsi;1;1
imssys;5;3
imsweb;5;5
imsworld;2;2
imt;7;5
imul;1;1
imv;2;2
in;10314;381
ina;2;2
inability;22;19
inac;2;2
inaccessibility;1;1
inaccuracies;1;1
inacom;1;1
inacomlnk;1;1
inaction;2;2
inactivated;1;1
inactive;1;1
inadequacies;3;3
inadequacy;1;1
inadequate;7;6
inadequately;2;1
inadmissible;1;1
inadvertent;1;1
inadvertently;1;1
inalienable;4;3
inall;1;1
inappropriate;10;6
inasec;2;2
inattentive;1;1
inattentively;1;1
inaugural;4;2
inauguraron;1;1
inaugurate;1;1
inauguration;6;4
inav;5;5
inbel;1;1
inbetween;1;1
inboard;12;3
inbound;5;1
inbucharest;1;1
inc;247;159
inca;1;1
incandescent;1;1
incapable;6;4
incapacidad;1;1
incapacitated;8;2
incapacity;4;2
incarcerated;10;3
incarceration;3;3
incarcerations;1;1
incarnation;1;1
incc;1;1
incentive;9;5
incentives;7;6
inception;8;8
incessant;3;3
incest;2;2
incestment;1;1
inch;8;6
inches;5;3
incidence;17;13
incidences;1;1
incidens;1;1
incident;32;15
incidental;1;1
incidentally;1;1
incidents;18;13
incinerate;1;1
incision;1;1
inciso;2;2
incite;1;1
incited;2;2
incitement;3;2
inciting;1;1
inclan;2;2
inclination;3;2
incline;2;2
inclined;1;1
inclu;4;2
include;143;75
included;55;42
includeex;1;1
includehungarian;1;1
includes;259;103
includi;1;1
including;397;171
incluida;1;1
incluidas;6;2
incluido;1;1
incluidos;8;3
inclusi;1;1
inclusion;2;2
inclusions;1;1
inclusive;6;4
incluy;3;2
incluye;26;9
incluyen;10;6
incluyendo;13;8
incluyeron;1;1
incnet;1;1
inco;1;1
incolsa;4;4
incom;1;1
income;155;39
incomes;7;7
incoming;5;3
incommunicado;1;1
incompatible;3;3
incompetence;2;2
incompetent;2;2
incomplete;5;5
inconclusive;1;1
inconnection;1;1
inconsistencies;2;2
inconsistency;1;1
inconsistent;2;2
incontri;1;1
inconveniences;1;1
incorpor;3;3
incorporaci;1;1
incorporada;1;1
incorporadas;2;2
incorporando;1;1
incorporar;3;2
incorporate;9;6
incorporated;15;9
incorporates;4;3
incorporating;9;9
incorporation;3;2
incorrect;2;2
incorrectly;2;2
incorruptible;1;1
increarsing;1;1
increase;80;53
increased;62;36
increases;28;20
increasing;54;40
increasingly;24;23
incredible;10;6
incredibly;2;2
increment;4;3
incrementado;2;2
incremental;2;1
incrementan;1;1
incrementando;1;1
incrementar;10;9
incremente;1;1
incremento;27;6
incrementos;1;1
increments;2;2
incrimination;3;2
inculding;1;1
incumbency;2;2
incumbent;2;2
incumbents;1;1
incumpliera;1;1
incumplimiento;4;1
incur;6;4
incurable;3;2
incurred;3;3
incurridos;2;2
incurrir;1;1
incurs;1;1
incursion;1;1
incze;1;1
ind;27;8
inde;1;1
indecency;7;3
indecent;25;1
indecision;2;2
indecisive;1;1
indeed;18;9
indefinite;6;6
indefinitely;1;1
indelible;2;2
indemne;1;1
indemnidad;1;1
indemnizaciones;2;1
indemnizar;2;1
independence;42;24
independent;92;59
independently;10;8
independents;3;3
independiente;1;1
independientes;4;2
indepth;1;1
indeptness;1;1
indeterminados;1;1
indeterminate;3;3
index;176;153
indexe;6;5
indexel;1;1
indexes;1;1
indexet;1;1
indexing;1;1
indexit;1;1
indi;2;2
india;59;22
indial;1;1
indian;43;20
indiana;149;39
indianapolis;26;5
indianok;1;1
indians;12;9
indiant;1;1
indica;2;2
indicada;1;1
indicadas;2;2
indicadores;1;1
indicate;17;12
indicated;13;9
indicates;30;12
indicating;17;14
indication;6;6
indications;4;3
indicator;3;3
indicators;7;7
indice;1;1
indices;1;1
indicted;9;6
indictedbosnian;1;1
indictment;3;3
indictments;1;1
indicts;1;1
indies;3;3
indifference;2;2
indifferent;2;2
indigenous;8;7
indigenously;1;1
indigenousnational;2;1
indigent;6;4
indigo;4;4
indira;3;1
indirect;19;9
indirecta;2;1
indirectamente;1;1
indirectly;6;6
indirekt;1;1
indiscriminate;1;1
indistinguishable;3;3
indiszkrecio;1;1
indiszkreciokent;1;1
inditana;1;1
inditando;1;1
inditani;3;3
inditas;1;1
inditasakor;1;1
inditasan;1;1
inditeka;4;4
inditekok;1;1
inditjak;1;1
inditok;1;1
inditott;16;12
inditotta;6;5
inditottak;4;4
inditvannyal;1;1
inditvany;2;1
inditvanyabol;1;1
inditvanyaik;1;1
inditvanyara;1;1
inditvanyat;1;1
inditvanyok;1;1
inditvanyokat;2;2
inditvanyokrol;1;1
inditvanyozza;1;1
inditvanyt;2;2
individual;202;83
individualis;2;1
individualisan;1;1
individualism;7;7
individualistic;5;5
individuality;6;5
individualization;1;1
individualized;3;3
individually;5;5
individualmente;1;1
individuals;81;44
indivisibility;1;1
indivisible;3;1
indo;9;6
indochina;6;3
indok;3;2
indoka;1;1
indokait;1;1
indokbol;2;2
indoklasaban;1;1
indoklasat;1;1
indokokra;1;1
indokolatlan;2;2
indokolatlannak;1;1
indokolatlanul;1;1
indokolhato;2;2
indokolj;1;1
indokolja;5;4
indokolt;6;6
indokolta;12;9
indokoltnak;2;2
indomitable;1;1
indonesia;53;18
indonesian;10;4
indonez;1;1
indoor;4;3
indra;3;3
indri;1;1
indstate;5;5
indtech;1;1
induce;8;7
induced;8;8
inducements;3;3
inducing;2;2
induction;4;2
inductive;1;1
indul;5;5
indulas;1;1
indulaskor;1;1
indulasuk;1;1
indulat;1;1
indulataikra;1;1
indulatait;2;2
indulatok;1;1
indulatokat;2;2
indulatokkal;1;1
indulattal;1;1
indulge;1;1
indulging;2;2
indulhatottmeg;1;1
induljon;3;2
indulna;1;1
indulnak;1;1
indulnia;1;1
indulnunk;1;1
indulo;1;1
indulocsoportot;1;1
indulokat;1;1
indult;21;17
indultak;2;2
indultam;1;1
indupa;7;3
industria;3;2
industrial;180;58
industriales;5;3
industrialism;6;6
industrialist;1;1
industrialists;2;2
industrializaci;12;5
industrializacion;4;2
industrialization;18;11
industrialized;13;10
industrializing;1;1
industrialrestructuring;1;1
industries;22;16
industry;268;84
indwes;1;1
indy;24;5
indyrad;2;2
inedible;1;1
ineffective;5;4
ineffectiveness;2;1
inefficiencies;2;2
inefficiency;3;3
inefficient;3;3
inek;1;1
inel;13;5
ineligible;3;3
ineludiblemente;1;1
ineptness;1;1
inequalities;2;2
inequality;6;5
inequitable;3;3
inequity;1;1
inertia;2;2
ines;2;1
inesap;1;1
inet;33;5
inetc;2;2
inetdirect;4;4
inetnebr;5;5
inetnorth;6;4
inetnow;3;3
inetone;2;2
inetp;3;3
inetsystems;1;1
inetw;2;2
inetworld;1;1
inevitability;1;1
inevitable;10;8
inevitably;3;3
inexact;2;1
inexpedient;1;1
inexpensive;1;1
inexpensively;1;1
inexperience;2;2
inexperienced;4;4
inextricably;3;3
inexus;2;2
inf;21;5
infa;1;1
infamous;1;1
infamy;2;2
infancy;2;2
infant;9;5
infants;5;3
infarct;2;1
infarction;5;2
infarktus;2;1
infarktusra;1;1
infc;1;1
infeasibility;2;2
infeasible;2;2
infected;4;3
infecting;1;1
infection;5;3
infections;7;3
infectious;3;3
infer;5;1
inference;2;2
inferences;1;1
inferior;9;7
inferiores;1;1
inferioritast;1;1
inferiority;2;2
infernale;1;1
inferno;10;5
inferred;1;1
inferring;1;1
infi;80;6
infiltrate;2;2
infiltrated;1;1
infiltrates;2;2
infiltration;2;2
infiltrators;1;1
infinet;6;6
infini;1;1
infinidad;1;1
infinite;2;2
infiniti;2;2
infinity;3;2
infirmity;1;1
infiweb;1;1
infj;5;5
infl;10;1
inflab;1;1
inflaci;15;3
inflacio;37;16
inflacioban;2;2
inflaciobol;1;1
inflaciobomba;1;1
inflaciohoz;1;1
