Token;NumDocumentos;PosicionInicioPosting
phytochemicals;1;228773
phzhevsky;1;228774
pi;11;228775
pia;4;228786
piac;9;228790
piacaikat;1;228799
piacan;1;228800
piaccal;1;228801
piacgazdasag;2;228802
piacgazdasagban;1;228804
piacgazdasagbaneletkeptelen;1;228805
piacgazdasagert;1;228806
piacgazdasagi;3;228807
piacgazdasagifelteteleket;1;228810
piacgazdasagot;1;228811
piacgazdasagotiranyozza;1;228812
piaci;9;228813
piacilegy;1;228822
piackepes;1;228823
piackivasarlasanyoman;1;228824
piacnaktobb;1;228825
piacokert;1;228826
piacokon;1;228827
piacokosszeomlasa;1;228828
piacon;5;228829
piacot;4;228834
piacotszabadjara;1;228838
piacra;1;228839
piacukat;1;228840
piacuknak;1;228841
piacunkat;1;228842
piacvesztese;1;228843
piaget;2;228844
piagetian;2;228846
piaggio;1;228848
pianeta;2;228849
pianist;2;228851
pianistic;1;228853
piano;8;228854
piarista;1;228862
piatkowsky;1;228863
piatt;1;228864
piazzale;1;228865
pic;3;228866
pica;6;228869
picarda;2;228875
picaresque;5;228877
pichana;3;228882
pichat;1;228885
pichi;1;228886
pici;1;228887
picik;1;228888
picit;1;228889
picivel;1;228890
pick;7;228891
picked;4;228898
pickens;2;228902
picker;5;228904
picketfence;2;228909
picketing;1;228911
pickett;1;228912
picking;1;228913
pickle;16;228914
pickled;1;228930
pickwick;1;228931
picnics;1;228932
pico;1;228933
picos;1;228934
pics;1;228935
pict;1;228936
pictel;3;228937
pictou;1;228940
picture;17;228941
pictured;1;228958
picturemarc;1;228959
pictures;7;228960
pida;1;228967
pidamente;1;228968
pidemokr;1;228969
pido;2;228970
pids;1;228972
pie;1;228973
piece;13;228974
pieced;1;228987
piecemeal;1;228988
pieces;8;228989
piedmont;4;228997
pier;2;229001
pierce;2;229003
pierre;3;229005
piers;1;229008
pies;5;229009
pig;6;229014
pigs;1;229020
pigu;1;229021
pihego;1;229022
pihen;1;229023
pik;1;229024
pikanteriaja;1;229025
pike;11;229026
pilar;1;229037
pile;2;229038
piles;2;229040
piletas;1;229042
pilgrim;3;229043
pilgrimage;1;229046
pilgrims;1;229047
pilica;1;229048
pilip;1;229049
piliscsaba;1;229050
piliscsabai;1;229051
piliscsaban;2;229052
pilisszentlaszlon;1;229054
pill;2;229055
pillager;1;229057
pillanat;3;229058
pillanataban;1;229061
pillanataiban;1;229062
pillanataikban;1;229063
pillanatban;10;229064
pillanatbankiugro;1;229074
pillanatbanmagaba;1;229075
pillanatbanvisszarantotta;1;229076
pillanatnyi;5;229077
pillanatnyilag;5;229082
pillanatok;3;229087
pillanatra;1;229090
pillanatramasfele;1;229091
pillanatrol;2;229092
pillanattol;2;229094
pillangoban;1;229096
pillantani;1;229097
pillantasra;1;229098
pillantokban;1;229099
pillar;3;229100
pillars;1;229103
pillowy;1;229104
pills;1;229105
pilot;10;229106
pilotatol;1;229116
piloted;1;229117
piloto;1;229118
pilotos;1;229119
pilots;2;229120
pilps;1;229122
pima;7;229123
pimaszabbul;1;229130
pimaszok;1;229131
pimaszsagot;1;229132
pimenov;2;229133
pimp;1;229135
pimping;1;229136
pinal;3;229137
pinc;5;229140
pinch;1;229145
pincus;1;229146
pine;2;229147
pinecity;1;229149
pinellas;2;229150
pinenet;1;229152
ping;8;229153
pings;1;229161
pingsite;1;229162
pink;3;229163
pinkitz;1;229166
pinky;1;229167
pinn;5;229168
pinnacle;1;229173
pinnaclesys;1;229174
pinncomp;2;229175
pinnpics;1;229177
pinochet;1;229178
pinsight;2;229179
pint;1;229181
pinter;3;229182
pintex;1;229185
pinto;1;229186
pio;2;229187
pioneer;5;229189
pioneered;1;229194
pioneering;1;229195
pionet;4;229196
pios;2;229200
pious;1;229202
pip;4;229203
pipacsot;1;229207
pipe;4;229208
pipeline;11;229212
pipelines;1;229223
pipes;1;229224
pipestone;1;229225
pipex;6;229226
piping;1;229232
piramist;1;229233
pirandello;3;229234
pirate;1;229237
pirinski;1;229238
pirnie;2;229239
piros;3;229241
piroska;1;229244
pirsig;2;229245
pirt;2;229247
pirzig;2;229249
pisoft;3;229251
pista;1;229254
pistol;1;229255
piston;1;229256
piszkolodasanak;1;229257
piszkos;1;229258
piszlicsare;1;229259
piszokt;1;229260
pisztolynak;1;229261
pit;11;229262
pita;1;229273
pitbull;2;229274
pitbullok;2;229276
pitc;1;229278
pitched;1;229279
piten;1;229280
piteni;1;229281
pitfalls;6;229282
pitianer;1;229288
pits;1;229289
pitt;7;229290
pitted;3;229297
pittencrieff;1;229300
pittenger;1;229301
pitting;2;229302
pittner;1;229304
pitton;2;229305
pitts;2;229307
pittsburgh;1;229309
pittstate;4;229310
pituitary;1;229314
pitulescu;1;229315
pity;3;229316
pitzer;3;229319
piute;1;229322
pivagy;1;229323
pivot;1;229324
pix;5;229325
pixar;3;229330
pixel;8;229333
pixels;1;229341
pixi;5;229342
pjc;2;229347
pk;6;229349
pkg;1;229355
pki;1;229356
pku;2;229357
pl;31;229359
pla;6;229390
placate;1;229396
place;100;229397
placed;28;229497
placement;8;229525
places;22;229533
placing;9;229555
plague;8;229564
plaguing;1;229572
plain;11;229573
plaind;2;229584
plaines;1;229586
plainly;1;229587
plains;3;229588
plaintiff;5;229591
plaintiffs;3;229596
plan;73;229599
planar;1;229672
planck;1;229673
plane;6;229674
planea;1;229680
planes;3;229681
planet;17;229684
planeta;1;229701
planetarium;3;229702
planetary;5;229705
planetc;5;229710
planetcom;2;229715
planete;4;229717
planeteers;1;229721
planetwide;1;229722
planificado;3;229723
planing;1;229726
planned;22;229727
planner;2;229749
planners;7;229751
planning;40;229758
plano;5;229798
planprovides;1;229803
plans;70;229804
plansfor;1;229874
plansto;1;229875
plant;26;229876
planta;4;229902
plantado;1;229906
plantas;5;229907
plantation;2;229912
plantations;3;229914
planted;4;229917
planter;1;229921
planters;1;229922
planting;5;229923
plantings;1;229928
planto;1;229929
plants;11;229930
plasma;2;229941
plassey;1;229943
plastic;6;229944
plastics;1;229950
plata;6;229951
plataforma;1;229957
plataformas;1;229958
plate;4;229959
plateau;4;229963
plateful;1;229967
platek;1;229968
platektrial;1;229969
plates;1;229970
platform;11;229971
platformja;2;229982
platforms;2;229984
plath;1;229986
platinum;5;229987
plato;11;229992
platonian;2;230003
platonic;2;230005
platonism;2;230007
platter;1;230009
platthy;1;230010
plattsburgh;5;230011
platz;1;230016
plausibility;2;230017
plausible;1;230019
play;33;230020
playback;1;230053
playboy;1;230054
played;23;230055
player;4;230078
players;4;230082
playground;1;230086
playing;9;230087
plays;15;230096
playwright;5;230111
playwrights;2;230116
playwriting;2;230118
plaza;12;230120
plazo;13;230132
plb;2;230145
plbio;1;230147
plc;1;230148
pld;5;230149
ple;3;230154
plea;4;230157
plead;1;230161
pleasant;1;230162
pleasantly;1;230163
please;69;230164
pleased;6;230233
pleasure;11;230239
pleasures;3;230250
plebaniai;1;230253
plebaniajukon;1;230254
plebaniak;1;230255
plebanos;2;230256
plebanosa;1;230258
plebanosaldotta;1;230259
plebejus;1;230260
plecomp;1;230261
pledge;4;230262
pledged;5;230266
pledges;5;230271
pleding;1;230276
pleiades;1;230277
plenamente;1;230278
plenary;3;230279
plenty;3;230282
plenum;3;230285
plesetsk;1;230288
plex;2;230289
plfd;1;230291
plg;1;230292
plh;5;230293
pli;5;230298
plib;1;230303
pliers;2;230304
plight;12;230306
plights;1;230318
plk;2;230319
plng;1;230321
plo;2;230322
ploitics;1;230324
plomo;3;230325
plosive;1;230328
plot;12;230329
plotinus;1;230341
plotof;1;230342
plots;2;230343
plotted;1;230345
plotters;1;230346
plotting;1;230347
ploughman;2;230348
plovdiv;2;230350
plowing;1;230352
plowman;1;230353
ploys;1;230354
plpath;2;230355
pls;3;230357
plu;5;230360
plucking;1;230365
plug;2;230366
plugged;2;230368
pluggnet;1;230370
plumbing;1;230371
plume;1;230372
plumes;1;230373
plummet;1;230374
plump;1;230375
plums;1;230376
plundering;1;230377
plunge;2;230378
plunged;2;230380
pluralism;4;230382
pluralistic;1;230386
plurality;3;230387
plus;21;230390
pluses;2;230411
pluspetrol;1;230413
plustill;1;230414
plusz;5;230415
pluszban;2;230420
pluszforr;1;230422
pluszkiadasokkal;1;230423
pluszkiadast;1;230424
pluszrol;1;230425
plutarch;1;230426
plutokratak;1;230427
plutonium;2;230428
ply;1;230430
plym;2;230431
plymouth;11;230433
pm;24;230444
pma;3;230468
pmac;1;230471
pmc;3;230472
pmeh;1;230475
pmeidell;1;230476
pmel;1;230477
pmip;1;230478
pmn;1;230479
pmnyugdijreform;1;230480
pmo;3;230481
pms;2;230484
pmsu;1;230486
pmt;3;230487
pmu;1;230490
pn;3;230491
pnc;4;230494
pncl;4;230498
pnet;4;230502
pneumatic;2;230506
pneumoccal;1;230508
pneumococcal;1;230509
pneumonia;2;230510
pnge;3;230512
pni;1;230515
pnie;1;230516
pnl;4;230517
pnn;5;230521
pns;1;230526
pnx;3;230527
pnzbeni;1;230530
po;13;230531
poage;6;230544
pob;1;230550
pocakjukon;1;230551
pocket;2;230552
pockets;1;230554
poco;1;230555
pocsekolja;1;230556
pocsolyas;1;230557
poda;2;230558
podberezkin;1;230560
pode;1;230561
podell;3;230562
poder;2;230565
podium;1;230567
podiumrol;1;230568
podkopajeva;1;230569
podr;6;230570
poe;4;230576
poegli;1;230580
poem;8;230581
poems;9;230589
poet;7;230598
poetic;4;230605
poetics;2;230609
poetry;8;230611
poets;3;230619
pofa;2;230622
pofaja;1;230624
pofajukon;1;230625
pofara;1;230626
pofaraeses;1;230627
pofatlan;1;230628
pofatlankodnak;1;230629
pofatlansagot;1;230630
pofazni;1;230631
pofazzon;1;230632
poff;2;230633
poffeszkedobb;1;230635
poffeteg;1;230636
pogany;1;230637
poganynak;1;230638
pogonyi;1;230639
pogrebin;1;230640
pohar;4;230641
pohara;1;230645
poharaba;1;230646
pohl;2;230647
poi;1;230649
poimen;1;230650
point;71;230651
pointcast;3;230722
pointcom;1;230725
pointed;16;230726
pointedly;1;230742
pointer;5;230743
pointers;1;230748
pointing;12;230749
pointless;2;230761
points;38;230763
poised;1;230801
poison;3;230802
poisoning;1;230805
poisonings;1;230806
poistovna;1;230807
poitiers;2;230808
pok;2;230810
pokaine;1;230812
pokhendi;2;230813
poklanakfeliratat;1;230815
pokok;1;230816
pokol;4;230817
pokolbela;1;230821
pokolbelat;1;230822
pokolbelizmus;1;230823
pokolgep;1;230824
pokoli;1;230825
pokolvar;1;230826
pokolvarnak;1;230827
pokorni;6;230828
pokorny;1;230834
poky;5;230835
pol;13;230840
poland;26;230853
polar;4;230879
polarcomm;5;230883
polarimetric;2;230888
polaris;5;230890
polaristel;5;230895
polarity;1;230900
polarization;3;230901
polarizations;2;230904
polarized;3;230906
polarnet;5;230909
polaroid;1;230914
polbox;1;230915
polcher;1;230916
polcokra;1;230917
polcszamra;1;230918
pole;4;230919
polemarchus;1;230923
polemic;1;230924
polemizalni;1;230925
poles;4;230926
polese;1;230930
polg;2;230931
polgar;6;230933
polgara;2;230939
polgarai;1;230941
polgaraihoz;1;230942
polgaraira;1;230943
polgaraival;1;230944
polgareszmeny;1;230945
polgareszmenyebe;1;230946
polgarhaboru;1;230947
polgarhaborujafolyik;1;230948
polgari;17;230949
polgariallam;1;230966
polgarifejlodesenek;1;230967
polgariszovetsegnek;1;230968
polgarites;1;230969
polgarjogairol;1;230970
polgarjogi;1;230971
polgarmester;13;230972
polgarmestere;2;230985
polgarmestereink;1;230987
polgarmesterek;3;230988
polgarmestereket;2;230991
polgarmesteret;1;230993
polgarmesterevel;1;230994
polgarmesterhez;1;230995
polgarmesteri;2;230996
polgarmesterkozolte;1;230998
polgarmesterrel;1;230999
polgarmestert;1;231000
polgarmesteruk;1;231001
polgarnak;1;231002
polgarok;5;231003
polgaroknak;3;231008
polgarorseg;1;231011
polgarosodas;1;231012
polgarosodasmerfoldkovenel;1;231013
polgarosodast;1;231014
polgarsag;3;231015
polgarsaga;1;231018
polgart;2;231019
polgartarsaink;1;231021
polgartarsainkat;1;231022
polgasmestere;1;231023
poli;2;231024
police;34;231026
policeannounced;1;231060
policeman;4;231061
policemen;4;231065
polices;1;231069
policewomen;1;231070
policies;63;231071
policingtheir;1;231134
policy;87;231135
policymakers;1;231222
policymaking;1;231223
poliductos;2;231224
poliics;1;231226
polimi;1;231227
polipropileno;1;231228
polis;1;231229
polisci;3;231230
polish;15;231233
polishdailies;1;231248
polisur;1;231249
politburo;1;231250
polite;2;231251
politic;1;231253
politica;1;231254
political;157;231255
politicalactivities;1;231412
politicalinfluence;1;231413
politicalinstability;1;231414
politically;8;231415
politicallymotivated;1;231423
politicalpreferences;1;231424
politicalscience;1;231425
politicas;1;231426
politician;4;231427
politicians;15;231431
politicized;1;231446
politics;48;231447
politik;3;231495
politika;20;231498
politikaallithatja;1;231518
politikaba;1;231519
politikaban;5;231520
politikabol;1;231525
politikaes;1;231526
politikaformaloujsagiroi;1;231527
politikagyartas;1;231528
politikahoz;1;231529
politikai;41;231530
politikaiallamtitkara;1;231571
politikaidonteshozoknak;1;231572
politikaiegyensuly;1;231573
politikaiervrendszerenek;1;231574
politikaihaszon;1;231575
politikaihetkoznapokat;1;231576
politikaiiranyzatot;1;231577
politikaijelleg;1;231578
politikaijovojuket;1;231579
politikailag;9;231580
politikainomenklaturanak;1;231589
politikainyomas;1;231590
politikaiokok;1;231591
politikaipartnak;1;231592
politikaipletykalkodasnak;1;231593
politikaiprogramot;1;231594
politikairendszer;1;231595
politikairevumusoraban;1;231596
politikaivezetestol;1;231597
politikaivisszarendezodes;1;231598
politikaja;5;231599
politikajaban;1;231604
politikajanak;3;231605
politikajanakkulfoldi;1;231608
politikajarol;2;231609
politikajat;5;231611
politikajathajtotta;1;231616
politikajaval;2;231617
politikajuk;1;231619
politikan;1;231620
politikanak;1;231621
politikanelkul;1;231622
politikank;2;231623
politikara;1;231625
politikat;11;231626
politikatkertek;1;231637
politikatok;1;231638
politikatol;3;231639
politikatudomanyi;1;231642
politikatvegrehajto;1;231643
politikaval;2;231644
politiker;1;231646
politikum;1;231647
politikumnakantall;1;231648
politikus;22;231649
politikusa;4;231671
politikusai;3;231675
politikusaik;1;231678
politikusainak;2;231679
politikusaink;3;231681
politikusait;5;231684
politikusanak;1;231689
politikusat;1;231690
politikusemlekeztetett;1;231691
politikusi;1;231692
politikusmegerositette;1;231693
politikusnak;4;231694
politikusok;14;231698
politikusokat;4;231712
politikusoknak;6;231716
politikusoktol;2;231722
politikussavalo;1;231724
politikust;2;231725
politikustarsat;1;231727
politisch;1;231728
politischen;1;231729
politiz;1;231730
politizalas;1;231731
politizalasaval;1;231732
politizalasnak;1;231733
politizalaspolitikai;1;231734
politizalasrol;1;231735
politizalast;1;231736
politizalastol;1;231737
politizaljon;1;231738
politizalnak;3;231739
politizalni;2;231742
politizalniuk;1;231744
politizaloszabadsagcsocselek;1;231745
politization;1;231746
polito;3;231747
politologia;1;231750
politologiai;1;231751
politologus;1;231752
politologusok;1;231753
polity;1;231754
polk;5;231755
poll;7;231760
pollack;1;231767
polling;5;231768
pollitical;1;231773
polls;10;231774
pollsters;2;231784
pollutants;3;231786
pollute;1;231789
polluted;3;231790
polluting;3;231793
pollution;12;231796
polo;1;231808
polpot;1;231809
pols;2;231810
polsci;2;231812
polsl;3;231814
poltikatol;1;231817
polusat;1;231818
polusok;1;231819
polusra;1;231820
poly;5;231821
polyarchy;1;231826
polycnrs;1;231827
polygonic;1;231828
polygraph;1;231829
polyline;2;231830
polylines;2;231832
polymtl;5;231834
polynesian;2;231839
polysci;5;231841
polytechnic;2;231846
polytechnical;1;231848
polytechnique;4;231849
polyu;4;231853
pom;6;231857
pomaz;1;231863
pomazon;1;231864
pomo;2;231865
pomogats;1;231867
pomogatsbela;1;231868
pomona;6;231869
pompeii;1;231875
pompey;1;231876
pon;1;231877
ponce;3;231878
pond;8;231881
pondr;1;231889
pongr;1;231890
pongracz;2;231891
pongratz;2;231893
poni;1;231895
ponilo;1;231896
pono;1;231897
pont;15;231898
ponta;1;231913
pontannyit;1;231914
pontatlansagot;1;231915
pontban;1;231916
ponte;2;231917
pontellier;2;231919
pontiac;2;231921
pontj;1;231923
pontja;5;231924
pontjabol;1;231929
pontjai;2;231930
pontjain;2;231932
pontjairol;1;231934
pontjait;2;231935
pontjan;1;231937
pontjanakvegrehajtasa;1;231938
pontjat;5;231939
pontjaval;2;231944
pontjavavalhatnak;1;231946
pontokat;1;231947
pontokba;1;231948
ponton;3;231949
pontonhid;1;231952
pontoons;1;231953
pontos;10;231954
pontosabb;1;231964
pontosabban;4;231965
pontosan;17;231969
pontosanmeg;1;231986
pontosit;1;231987
pontositani;1;231988
pontositasara;1;231989
pontositasaval;1;231990
pontositasra;2;231991
pontositast;1;231993
pontositotta;2;231994
pontot;1;231996
pontotveszitett;1;231997
pontozassal;1;231998
pontra;4;231999
pontraemelkedett;1;232003
pontrol;1;232004
ponttal;4;232005
pontunkkal;1;232009
pontveszteseg;1;232010
ponyva;1;232011
poodle;1;232012
pool;14;232013
poole;1;232027
pooli;1;232028
pools;2;232029
poor;46;232031
poorer;3;232077
poorly;4;232080
pop;3;232084
pope;8;232087
popi;4;232095
popieluszko;1;232099
popov;1;232100
poppe;1;232101
popper;2;232102
poptal;2;232104
populace;2;232106
popular;41;232108
popularity;9;232149
popularly;1;232158
populated;3;232159
population;55;232162
populationof;1;232217
populations;6;232218
populi;1;232224
populism;3;232225
populist;2;232228
populista;4;232230
populistabb;1;232234
populistaknak;1;232235
por;32;232236
poraban;1;232268
porala;1;232269
porazra;1;232270
porcelain;1;232271
porcelana;2;232272
porcelanboltban;1;232274
porcelankehellyel;1;232275
porcentaje;6;232276
porch;1;232282
porci;2;232283
porcikaja;1;232285
porcine;1;232286
porgy;1;232287
porhintest;1;232288
pori;3;232289
poring;1;232292
porkolab;2;232293
porkolodnek;1;232295
porn;1;232296
pornobuntettek;1;232297
pornofelveteleket;1;232298
pornofilmek;2;232299
pornofilmekre;1;232301
pornofilmet;1;232302
pornofovarosava;1;232303
pornografia;1;232304
pornografiaellenesseg;1;232305
pornografiauzletember;1;232306
pornographer;1;232307
pornographers;1;232308
pornographic;2;232309
pornography;5;232311
porobalta;1;232316
porodott;1;232317
porog;1;232318
poroljuk;1;232319
porond;1;232320
porondon;1;232321
porosz;1;232322
poroszlok;1;232323
porporcional;1;232324
porque;1;232325
port;15;232326
portable;1;232341
portage;4;232342
portajan;1;232346
portal;5;232347
portalinc;2;232352
portals;2;232354
portenschlager;1;232356
porter;10;232357
portfolio;5;232367
portfolioja;1;232372
portfolios;2;232373
portia;1;232375
portion;12;232376
portions;5;232388
portland;2;232393
portmaster;2;232395
portnoy;1;232397
portofino;1;232398
portoria;1;232399
portrait;12;232400
portraits;1;232412
portraiture;1;232413
portray;3;232414
portrayal;6;232417
portrayals;3;232423
portrayed;8;232426
portraying;3;232434
portrays;6;232437
ports;3;232443
portsmouth;3;232446
portugal;6;232449
portugaliat;1;232455
portugaliatol;1;232456
portuguese;2;232457
portup;5;232459
portw;1;232464
porul;1;232465
pos;1;232466
pose;8;232467
posed;8;232475
posee;7;232483
poses;6;232490
posibilidad;1;232496
posibilidades;2;232497
posible;1;232499
posibles;3;232500
posici;3;232503
posiciona;1;232506
posicionarse;1;232507
position;98;232508
positioned;1;232606
positionen;1;232607
positioner;1;232608
positioning;11;232609
positions;33;232620
positive;30;232653
positively;2;232683
positivism;2;232685
positivo;1;232687
pospisilova;1;232688
pospuesta;1;232689
possas;1;232690
possess;2;232691
possessed;4;232693
possesses;1;232697
possessing;1;232698
possession;11;232699
possessions;2;232710
possibilities;13;232712
possibility;17;232725
possible;83;232742
possibly;9;232825
post;58;232834
posta;3;232892
postabank;4;232895
postabankot;1;232899
postac;1;232900
postacim;1;232901
postage;1;232902
postakoltseggel;1;232903
postal;3;232904
postaladakifosztas;1;232907
postaladat;1;232908
postas;1;232909
postbellum;2;232910
postcard;1;232912
postcards;1;232913
postech;3;232914
posted;10;232917
poster;4;232927
posteriores;2;232931
posteriori;1;232933
posterioridad;2;232934
posteriormente;1;232936
posters;4;232937
postexit;1;232941
postgraduate;1;232942
posthumous;1;232943
posti;1;232944
postimees;5;232945
posting;5;232950
postman;1;232955
postmaster;1;232956
postmodern;1;232957
postmodernism;1;232958
postnet;1;232959
postnuptial;1;232960
postoffice;1;232961
postpone;2;232962
postponed;11;232964
postponement;2;232975
postponing;3;232977
postprocessing;1;232980
postprocessor;1;232981
posts;9;232982
postsales;1;232991
postsw;2;232992
postulated;1;232994
postulations;1;232995
posture;2;232996
postwar;1;232998
posze;1;232999
poszonytol;1;233000
poszt;2;233001
posztertpedig;1;233003
posztjara;2;233004
posztjat;2;233006
posztjatol;1;233008
posztjukon;1;233009
posztkommunista;3;233010
posztkommunistak;1;233013
posztkommunistakbol;1;233014
posztkulonvalasztasat;1;233015
posztletrehozasat;1;233016
posztokat;1;233017
posztokra;1;233018
poszton;1;233019
posztot;3;233020
posztra;2;233023
posztszovjet;1;233025
poszttal;1;233026
posztumusz;1;233027
pot;7;233028
potable;1;233035
potassium;1;233036
potato;2;233037
potatoe;1;233039
potencial;6;233040
potencialis;3;233046
potencialisan;1;233049
potenciat;1;233050
potency;1;233051
potent;3;233052
potente;1;233055
potential;51;233056
potentialities;2;233107
potentiality;1;233109
potentially;8;233110
potentials;1;233118
potkoltsegvetes;1;233119
potkoltsegvetesben;1;233120
potkoltsegvetesen;1;233121
potkoltsegvetesi;1;233122
potlando;1;233123
potlasara;1;233124
potlasat;1;233125
potlasi;1;233126
potlasra;1;233127
potlatch;1;233128
potlek;5;233129
potlekmegszunesevel;1;233134
potleknal;1;233135
potlekot;5;233136
potlolagosan;1;233141
potluck;1;233142
potlucks;1;233143
potok;1;233144
potolhatat;1;233145
potolhato;1;233146
potoljak;1;233147
potoljam;1;233148
potolni;1;233149
potolta;2;233150
potom;1;233152
potsdam;6;233153
potter;6;233159
pottery;1;233165
pottsville;1;233166
potyka;1;233167
poultry;3;233168
pound;4;233171
pounds;2;233175
pour;3;233177
pouring;4;233180
pourteau;1;233184
poussaint;1;233185
poverties;1;233186
poverty;21;233187
pow;1;233208
powder;4;233209
powdered;1;233213
powell;9;233214
power;97;233223
poweramp;5;233320
powerboat;1;233325
powerboats;1;233326
powered;3;233327
powerful;19;233330
powerfully;1;233349
powerhouse;1;233350
powering;1;233351
powerlessness;1;233352
powerline;1;233353
powerlink;2;233354
powernet;5;233356
powerpoint;2;233361
powers;29;233363
powersoft;4;233392
powertech;5;233396
powertel;1;233401
powerup;5;233402
poynton;1;233407
poz;1;233408
pozdnyakov;1;233409
pozicio;1;233410
pozicioba;1;233411
pozicioban;3;233412
pozicioelfoglalasaval;1;233415
pozicioi;3;233416
pozicioikmegszilarditasara;1;233419
pozicioinak;1;233420
pozicioit;2;233421
pozicioja;2;233423
poziciojaert;1;233425
poziciojat;2;233426
poziciojukat;1;233428
poziciok;2;233429
poziciokat;1;233431
poziciora;1;233432
poziciot;1;233433
pozit;1;233434
pozitiv;7;233435
pozitiviranyban;1;233442
pozitivista;1;233443
pozitivra;1;233444
pozitivumkent;1;233445
pozitivvarakozasok;1;233446
poznan;5;233447
poznanba;2;233452
poznani;1;233454
pozo;6;233455
pozos;14;233461
pozsgay;2;233475
pozsony;3;233477
pozsonyba;1;233480
pozsonyban;5;233481
pozsonyi;7;233486
pozsonyjogallasara;1;233493
pozsonyn;1;233494
pp;12;233495
ppath;1;233507
ppc;3;233508
ppcc;1;233511
ppco;2;233512
ppd;1;233514
ppen;3;233515
ppg;1;233518
ppm;1;233519
ppp;6;233520
pppgc;1;233526
pppl;4;233527
pps;3;233531
ppsw;2;233534
ppwinc;1;233536
pq;3;233537
pr;21;233540
prabang;1;233561
praca;3;233562
practicable;1;233565
practical;37;233566
practicality;2;233603
practically;1;233605
practican;1;233606
practice;31;233607
practiced;4;233638
practices;47;233642
practicing;8;233689
practicum;1;233697
practise;1;233698
practising;3;233699
practitioner;7;233702
practitioners;7;233709
praczki;1;233716
praeternatural;1;233717
pragaban;2;233718
pragai;2;233720
pragmatic;4;233722
pragmatiko;1;233726
pragmatikusabb;1;233727
pragmatism;5;233728
pragramatic;1;233733
prague;32;233734
praha;1;233766
prairie;8;233767
prairienet;5;233775
prairieweb;5;233780
praise;5;233785
praised;8;233790
praises;1;233798
praising;1;233799
prakinf;3;233800
prakla;4;233803
praktikus;1;233807
praline;4;233808
pran;1;233812
prana;1;233813
prange;2;233814
prank;1;233816
pratiwi;1;233817
pratt;1;233818
pravda;11;233819
pravdareported;1;233830
pravoszlav;2;233831
praxair;3;233833
praxis;1;233836
praxisint;1;233837
praxisunkban;1;233838
prayed;1;233839
prayer;4;233840
prayerful;1;233844
prc;6;233845
prd;2;233851
pre;42;233853
preached;2;233895
preacher;1;233897
preamble;2;233898
preambles;1;233900
preambulum;1;233901
precaution;1;233902
precautions;1;233903
precede;1;233904
preceded;2;233905
precedence;1;233907
precedens;1;233908
precedenst;1;233909
precedent;4;233910
precedentes;1;233914
precedents;4;233915
preceding;5;233919
preceeding;1;233924
precincts;1;233925
precio;6;233926
precios;6;233932
precious;3;233938
precipitate;1;233941
precipitated;4;233942
precipitation;5;233946
precise;12;233951
precisely;5;233963
precision;4;233968
precizen;1;233972
preclude;2;233973
precludes;1;233975
precluding;1;233976
precocious;1;233977
preconceptions;1;233978
precondition;2;233979
preconditions;1;233981
precursor;2;233982
predatory;1;233984
predawn;1;233985
predecesora;1;233986
predecessor;2;233987
predecessors;1;233989
predecibles;1;233990
predescu;1;233991
predestination;2;233992
predestined;1;233994
predeterminado;1;233995
predetermined;1;233996
predicated;1;233997
predicition;1;233998
predict;9;233999
predictability;2;234008
predictable;2;234010
predicted;8;234012
predicting;5;234020
prediction;13;234025
predictions;6;234038
predictive;1;234044
predictor;2;234045
predicts;2;234047
predisposition;3;234049
predominant;1;234052
predominantly;2;234053
preduzetnicka;1;234055
preempt;1;234056
preemptive;1;234057
preexit;1;234058
preface;5;234059
prefects;1;234064
prefectural;1;234065
prefektusi;1;234066
prefektust;1;234067
prefer;8;234068
preferably;2;234076
preferalva;1;234078
preference;6;234079
preferences;5;234085
preferential;3;234090
preferidas;3;234093
preferido;2;234096
preferred;9;234098
preferring;1;234107
prefinanciaci;2;234108
pregnancy;12;234110
pregnant;10;234122
prejudice;9;234132
prejudiced;2;234141
prejudices;6;234143
prejudicial;3;234149
prekoncepciojanak;1;234152
prel;1;234153
prelimina;1;234154
preliminarily;1;234155
preliminary;7;234156
preliminaryinvestigations;1;234163
prelude;1;234164
premarital;1;234165
premature;1;234166
premenos;1;234167
premenstrual;1;234168
premier;13;234169
premiers;1;234182
premise;6;234183
premises;7;234189
premium;10;234196
premiums;3;234206
prenatal;4;234209
prendado;1;234213
preng;1;234214
prentice;2;234215
prenuptial;2;234217
preoccupation;6;234219
preoccupied;2;234225
preoperational;1;234227
preoperative;1;234228
prep;2;234229
prepaid;6;234231
preparada;2;234237
preparation;11;234239
preparations;4;234250
preparationsto;1;234254
preparatory;2;234255
prepare;11;234257
prepared;22;234268
preparedness;1;234290
prepares;6;234291
preparing;13;234297
preponderance;1;234310
preponderant;1;234311
preposterous;1;234312
prepotens;1;234313
prepotent;1;234314
preprint;1;234315
preprocessor;1;234316
prerequisites;4;234317
pres;2;234321
presales;1;234323
presby;3;234324
preschool;2;234327
preschoolers;2;234329
prescott;4;234331
prescribe;3;234335
prescribed;3;234338
prescription;9;234341
prescriptions;1;234350
presedential;1;234351
presence;22;234352
presencia;4;234374
present;105;234378
presenta;2;234483
presentaci;1;234485
presentation;18;234486
presentations;2;234504
presente;1;234506
presented;31;234507
presenters;1;234538
presenting;10;234539
presently;8;234549
presents;27;234557
